Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-00392-7502,631 EAST 9 STREET,ALPHABET CITY,R4-CONDOMINIUM,12,2005,11603,367931,117770,250161,1889001,2012
1-00393-7501,642 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,35,1999,36046,1420933,412006,1008927,6125885,2012
1-00394-7502,613 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,15957,629025,182389,446636,3372000,2012
1-00394-7503,625 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,2001,11495,453133,131388,321745,1942600,2012
1-00396-7501,215 AVENUE B,ALPHABET CITY,R4-CONDOMINIUM,17,2008,19333,613049,196230,416819,3147002,2012
1-00397-7501,175 EAST 2 STREET,ALPHABET CITY,R4-CONDOMINIUM,21,1920,20038,657246,210399,446847,3374000,2012
1-00397-7502,240 EAST HOUSTON STREET,ALPHABET CITY,R4-CONDOMINIUM,16,1920,19854,686948,219784,467164,3358500,2012
1-00397-7502,240 EAST HOUSTON STREET,ALPHABET CITY,R4-CONDOMINIUM,1,1920,1996,71716,21836,49880,336600,2012
1-00398-7501,182 EAST 2 STREET,ALPHABET CITY,R2-CONDOMINIUM,41,1987,35664,1321708,368052,953656,7012508,2012
1-00399-7501,50 AVENUE A,ALPHABET CITY,R9-CONDOMINIUM,17,1920,21314,699099,223797,475302,3681000,2012
1-00405-7503,511 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,1999,14376,592579,168774,423805,3199998,2012
1-00405-7504,525 EAST 11 STREET,ALPHABET CITY,R4-CONDOMINIUM,26,1965,29906,985403,337041,648362,4894999,2012
1-00406-7501,212 AVENUE B,ALPHABET CITY,R2-CONDOMINIUM,24,1900,15021,513117,214951,298166,2250995,2012
1-00407-7501,214 AVENUE A,ALPHABET CITY,R2-CONDOMINIUM,18,1920,11033,374681,143760,230921,1361250,2012
1-00407-7502,503 EAST 13 STREET,ALPHABET CITY,R2-CONDOMINIUM,18,1999,19119,753671,218530,535141,3852004,2012
1-00408-7501,71 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,13,1900,31205,986702,333581,653121,4931000,2012
1-00411-7501,112 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,6,1900,3800,106932,36936,69996,528000,2012
1-00411-7502,157 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,10,1900,11517,398488,127493,270995,2046000,2012
1-00411-7503,133 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,14130,507691,154582,353109,2665999,2012
1-00411-7504,153 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,17,1920,18201,579214,254450,324764,3137000,2012
1-00413-7501,75 ALLEN STREET,LOWER EAST SIDE,R2-CONDOMINIUM,18,1900,7994,298176,62753,235423,1777001,2012
1-00413-7502,77 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,9,1920,5597,193656,61959,131697,994001,2012
1-00414-7501,101 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,5130,150668,51197,99471,751000,2012
1-00416-7501,151 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,31,1900,14100,396774,137052,259722,1961000,2012
1-00416-7502,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,197626,83261,114365,847000,2012
1-00418-7501,113 ELDRIDGE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2002,7042,262385,76054,186331,1407000,2012
1-00419-7501,302 BROOME STREET,LOWER EAST SIDE,R4-CONDOMINIUM,8,1990,7841,292156,84683,207473,1566000,2012
1-00420-7501,40 DELANCEY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,55,2010,58364,2106940,611071,1495869,10796996,2012
1-00421-7502,36 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1988,13319,496266,143845,352421,2660998,2012
1-00422-7501,241 ELDRIDGE STREET,LOWER EAST SIDE,R2-CONDOMINIUM,10,1900,12777,434801,186289,248512,1875998,2012
1-00422-7502,147 EAST HOUSTON STREET,LOWER EAST SIDE,R9-CONDOMINIUM,25,1900,15170,327217,138654,188563,1382000,2012
1-00425-7501,195 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,26783,967134,271044,696090,5255000,2012
1-00425-7502,199 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,63,2000,56479,2038892,591335,1447557,10928998,2012
1-00427-7504,229 CHRYSTIE STREET,LOWER EAST SIDE,RR-CONDOMINIUM,361,2003,373967,13156159,4274443,8881716,69135000,2012
1-00432-7501,85 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,32,1991,23605,737420,236050,501370,3785000,2012
1-00432-7502,89 AVENUE A,EAST VILLAGE,R9-CONDOMINIUM,26,1900,21586,727942,226664,501278,2710400,2012
1-00434-7501,103 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,20,1920,11229,408062,122396,285666,2156995,2012
1-00434-7504,107 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,10,1920,10461,361951,115803,246148,1858000,2012
1-00438-7502,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,491780,157420,334360,2524004,2012
1-00440-7502,407 EAST 12 STREET,EAST VILLAGE,R4-CONDOMINIUM,27,1900,30363,1023840,371947,651893,4922001,2012
1-00440-7503,431 EAST 12 STREET,EAST VILLAGE,R2-CONDOMINIUM,13,1900,20099,593724,214858,378866,2860000,2012
1-00441-7501,224 1 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,40,1911,25528,960619,288211,672408,5076997,2012
1-00441-7503,421 EAST 13 STREET,EAST VILLAGE,R4-CONDOMINIUM,96,2006,93382,3448597,1000121,2448476,18486004,2012
1-00443-7502,62 EAST 1 STREET,EAST VILLAGE,R4-CONDOMINIUM,11,2007,14982,563773,169147,394626,2978997,2012
1-00444-7501,72 EAST 3 STREET,EAST VILLAGE,R4-CONDOMINIUM,20,1900,17225,666608,193265,473343,3574000,2012
1-00446-7501,125 EAST 4 STREET,EAST VILLAGE,R9-CONDOMINIUM,28,2004,17793,555853,177930,377923,2915000,2012
1-00446-7502,99 EAST 4 STREET,EAST VILLAGE,R9-CONDOMINIUM,66,1920,67764,2716659,829431,1887228,14784000,2012
1-00447-7501,83 1 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,20,1900,11574,420599,126157,294442,2296000,2012
1-00451-7502,240 EAST 10 STREET,EAST VILLAGE,R4-CONDOMINIUM,35,1999,62556,2109388,766311,1343077,10140000,2012
1-00452-7501,239 EAST 10 STREET,EAST VILLAGE,R2-CONDOMINIUM,12,1987,9491,325067,117499,207568,1567000,2012
1-00453-7501,311 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,36,2008,46707,1807561,524053,1283508,9690998,2012
1-00459-7502,52 EAST 4 STREET,EAST VILLAGE,R4-CONDOMINIUM,14,2007,24778,958909,278009,680900,5141001,2012
1-00462-7501,24 EAST 7 STREET,EAST VILLAGE,R9-CONDOMINIUM,34,1991,36693,1237288,449489,787799,6115000,2012
1-00463-7501,63 COOPER SQUARE,EAST VILLAGE,R4-CONDOMINIUM,36,1984,24528,949234,275204,674030,5089001,2012
1-00464-7501,214 EAST 9 STREET,EAST VILLAGE,R4-CONDOMINIUM,14,1900,14650,549375,139615,409760,3094000,2012
1-00464-7502,15 ST MARK'S PLACE,EAST VILLAGE,R4-CONDOMINIUM,10,1910,11995,451372,135424,315948,2385000,2012
1-00464-7503,133 2 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,12,1920,13648,513574,154086,359488,2713998,2012
1-00465-7501,38 STUYVESANT STREET,EAST VILLAGE,R2-CONDOMINIUM,12,1900,14269,478154,146828,331326,2502000,2012
1-00466-7501,47 3 AVENUE,EAST VILLAGE,RR-CONDOMINIUM,28,2006,30662,1153811,346174,807637,6308000,2012
1-00468-7501,193 2 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,16,1900,21607,810263,205915,604348,4721000,2012
1-00469-7501,105 3 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,16,1920,12192,458785,137648,321137,2425000,2012
1-00469-7502,105 3 AVENUE,EAST VILLAGE,R9-CONDOMINIUM,155,1964,113930,3947610,1042469,2905141,22529000,2012
1-00469-7505,123 3 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,47,2009,61679,2658982,865356,1793626,14072999,2012
1-00470-7501,122 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,28,1988,21442,806862,242080,564782,3349507,2012
1-00472-7501,240 CENTRE STREET,LITTLE ITALY,R9-CONDOMINIUM,55,1905,104637,2837755,1045324,1792431,13620000,2012
1-00473-7501,476 BROADWAY,SOHO,R4-CONDOMINIUM,7,1904,50547,1506301,365960,1140341,8610000,2012
1-00473-7502,30 CROSBY STREET,SOHO,R4-CONDOMINIUM,13,1890,78982,2276261,870382,1405879,10613999,2012
1-00473-7503,425 BROOME STREET,SOHO,R4-CONDOMINIUM,18,1874,27023,601262,271581,329681,3306890,2012
1-00474-7501,51 MERCER STREET,SOHO,R2-CONDOMINIUM,1,1941,1158,50651,11198,39453,298000,2012
1-00474-7504,473 BROADWAY,SOHO,R4-CONDOMINIUM,13,1894,35452,1056470,256672,799798,6037999,2012
1-00474-7505,475 BROADWAY,SOHO,R4-CONDOMINIUM,14,1920,36407,1269876,380817,889059,6711999,2012
1-00474-7506,40 MERCER STREET,SOHO,R4-CONDOMINIUM,41,2005,117311,4996275,1264613,3731662,28173998,2012
1-00475-7503,477 BROOME STREET,SOHO,R9-CONDOMINIUM,20,1920,32149,843268,330492,512776,3881000,2012
1-00475-7505,42 WOOSTER STREET,SOHO,R4-CONDOMINIUM,14,1900,55210,1206891,494682,712209,5235000,2012
1-00475-7509,43 WOOSTER STREET,SOHO,R4-CONDOMINIUM,10,1900,22500,722925,211950,510975,3858000,2012
1-00478-7501,354 BROOME STREET,LITTLE ITALY,R4-CONDOMINIUM,37,1900,56714,1464923,556364,908559,6859999,2012
1-00481-7502,225 LAFAYETTE STREET,LITTLE ITALY,R4-CONDOMINIUM,41,1926,83916,2500697,607552,1893145,14292999,2012
1-00482-7502,210 LAFAYETTE STREET,SOHO,R4-CONDOMINIUM,52,2005,73057,2764477,742990,2021487,15262004,2012
1-00483-7502,56 CROSBY STREET,SOHO,R4-CONDOMINIUM,9,1900,35700,1289127,361284,927843,7005001,2012
1-00485-7501,73 MERCER STREET,SOHO,R4-CONDOMINIUM,10,1900,20525,714886,182467,532419,3881999,2012
1-00487-7501,73 WOOSTER STREET,SOHO,R4-CONDOMINIUM,6,1929,42091,1110781,422173,688608,5199001,2012
1-00488-7501,52 THOMPSON STREET,SOHO,R4-CONDOMINIUM,2,1900,9196,403704,113019,290685,2195000,2012
1-00488-7502,388 WEST BROADWAY,SOHO,R4-CONDOMINIUM,4,1920,12506,451592,126561,325031,2454000,2012
1-00491-7503,246 SPRING STREET,SOHO,R4-CONDOMINIUM,391,2007,343599,15513495,4147240,11366255,85905470,2012
1-00492-7501,14 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,44,1915,39087,1161666,395170,766496,5787004,2012
1-00492-7502,2 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,10,1900,11563,283062,133784,149278,1118998,2012
1-00492-7503,200 BOWERY,LITTLE ITALY,R4-CONDOMINIUM,35,1988,24582,915925,265486,650439,4910993,2012
1-00493-7501,211 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,15,2007,28258,839828,285688,554140,4184000,2012
1-00494-7502,45 SPRING STREET,LITTLE ITALY,R9-CONDOMINIUM,25,1900,12142,318485,124820,193665,1466000,2012
1-00497-7501,83 SPRING STREET,SOHO,R4-CONDOMINIUM,2,1900,3518,104274,35461,68813,462000,2012
1-00498-7501,90 PRINCE STREET,SOHO,R4-CONDOMINIUM,14,1900,18031,651099,182474,468625,3537999,2012
1-00499-7501,127 MERCER STREET,SOHO,R4-CONDOMINIUM,10,1881,19827,536122,182607,353515,2669000,2012
1-00499-7502,114 GREENE STREET,SOHO,R4-CONDOMINIUM,19,1988,34876,899452,332717,566735,4278000,2012
1-00499-7505,92 GREENE STREET,SOHO,R4-CONDOMINIUM,14,2005,42823,1443992,524582,919410,6942001,2012
1-00500-7501,116 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,1907,20752,565700,174317,391383,2955001,2012
1-00500-7502,93 GREENE STREET,SOHO,R4-CONDOMINIUM,29,1900,36223,930931,353536,577395,4355995,2012
1-00500-7505,103 GREENE STREET,SOHO,R4-CONDOMINIUM,12,1879,34968,1262694,353876,908818,6862000,2012
1-00500-7506,107 GREENE STREET,SOHO,R4-CONDOMINIUM,5,1879,31369,1311538,360430,951108,7181000,2012
1-00501-7501,105 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,1920,31967,926723,304965,621758,4694000,2012
1-00502-7501,426 WEST BROADWAY,SOHO,R4-CONDOMINIUM,35,1900,34821,1037666,252104,785562,5930997,2012
1-00507-7501,11 PRINCE STREET,LITTLE ITALY,R4-CONDOMINIUM,22,1900,22511,496368,217906,278462,2049998,2012
1-00508-7501,259 ELIZABETH STREET,LITTLE ITALY,R4-CONDOMINIUM,26,1987,17117,517789,178188,339601,2564000,2012
1-00508-7502,262 MOTT STREET,LITTLE ITALY,R4-CONDOMINIUM,5,1955,6635,174036,68208,105828,799000,2012
1-00510-7501,285 LAFAYETTE STREET,LITTLE ITALY,R4-CONDOMINIUM,29,1900,97941,3170350,1078330,2092020,14995654,2012
1-00512-7501,583 BROADWAY,SOHO,R4-CONDOMINIUM,21,1900,107781,3488871,1186669,2302202,17382002,2012
1-00512-7503,597 BROADWAY,SOHO,R4-CONDOMINIUM,9,1900,15295,401188,157233,243955,1841999,2012
1-00513-7503,19 WEST HOUSTON STREET,SOHO,R4-CONDOMINIUM,32,2003,56800,1915296,695800,1219496,9207002,2012
1-00514-7501,121 GREENE STREET,SOHO,R4-CONDOMINIUM,12,1900,15876,696956,195116,501840,3789000,2012
1-00514-7505,160 WOOSTER STREET,SOHO,R4-CONDOMINIUM,15,2003,41314,1227852,417685,810167,6117003,2012
1-00515-7501,139 WOOSTER STREET,SOHO,R4-CONDOMINIUM,16,2006,38591,1146925,390155,756770,5715072,2012
1-00515-7502,149 WOOSTER STREET,SOHO,R4-CONDOMINIUM,11,1915,37403,1155753,306331,849422,6413001,2012
1-00517-7501,131 THOMPSON STREET,SOHO,R9-CONDOMINIUM,38,1950,20826,539185,135369,403816,3050000,2012
1-00518-7502,199 PRINCE STREET,SOHO,R2-CONDOMINIUM,27,1900,13020,405703,112623,293080,2213001,2012
1-00518-7504,195 PRINCE STREET,SOHO,R2-CONDOMINIUM,15,1920,6013,223623,47863,175760,991492,2012
1-00520-7501,27 KING STREET,SOHO,R4-CONDOMINIUM,38,1900,33383,994813,241693,753120,4501203,2012
1-00521-7501,306 MOTT STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,18,1988,9514,358012,107413,250599,1891997,2012
1-00521-7502,298 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,4,1926,6188,170603,64850,105753,797999,2012
1-00521-7503,304 BOWERY,GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,1,1910,7157,274399,79586,194813,1084503,2012
1-00522-7501,54 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910,31039,793357,301389,491968,3709001,2012
1-00525-7501,156 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,190,1910,132000,3915120,1330560,2584560,19835000,2012
1-00525-7502,496 LA GUARDIA PLACE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910,6670,242388,72703,169685,843699,2012
1-00525-7503,177 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,54,1958,23688,788574,244460,544114,2995300,2012
1-00525-7506,184 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,144,1910,85234,2759025,938426,1820599,13745998,2012
1-00528-7501,63 DOWNING STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,32,1986,35225,1307904,354011,953893,7202004,2012
1-00528-7502,3 BEDFORD STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,12,1986,15990,531668,170294,361374,2728000,2012
1-00529-7502,7 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,20,1904,24630,730033,248270,481763,3637002,2012
1-00529-7503,17 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1900,14608,565330,163902,401428,2838002,2012
1-00529-7504,1 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,21,1900,41990,1244584,423259,821325,5556094,2012
1-00529-7507,57 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,2002,24910,839965,305148,534817,4038001,2012
1-00530-7502,27 GREAT JONES STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1900,18572,424556,148576,275980,2044001,2012
1-00530-7503,47 GREAT JONES STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,1,1910,2527,55720,24461,31259,230000,2012
1-00530-7505,40 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,26,2006,85000,3524100,986850,2537250,19155999,2012
1-00531-7501,692 BROADWAY,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,56,1912,92500,3710175,1038775,2671400,20169001,2012
1-00535-7501,14 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,273,1908,290492,9278314,2928159,6350155,49070000,2012
1-00537-7502,5420 WEST BROADWAY,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1928,18064,524759,191478,333281,2515999,2012
1-00540-7501,173 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,18,1900,15744,411391,131935,279456,1961300,2012
1-00542-7501,205 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,24,1928,17842,498327,169499,328828,2223100,2012
1-00542-7502,189 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,40,1900,22777,635934,216154,419780,3200000,2012
1-00544-7501,56 COOPER SQUARE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,25,1920,88353,2960709,494777,2465932,18618002,2012
1-00544-7502,443 LAFAYETTE STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,39,2004,116535,4733652,1135051,3598601,28200000,2012
1-00545-7502,704 BROADWAY,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1895,46022,1367774,465282,902492,6814000,2012
1-00545-7503,21 ASTOR PLACE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,50,1930,96566,2574450,923171,1651279,12467001,2012
1-00548-7501,60 EAST 8 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,390,1965,445151,14600953,3463275,11137678,86265000,2012
1-00552-7501,360 6 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,28,1986,43106,1281110,435802,845308,5730999,2012
1-00552-7504,88 WEST WASHINGTON PLACE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,28,1966,32116,1080382,345568,734814,5547997,2012
1-00556-7501,10430 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1905,28385,1156121,323589,832532,5701494,2012
1-00557-7501,806 BROADWAY,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,65,1900,83089,2371360,805963,1565397,11020900,2012
1-00558-7501,114 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,41,1985,56483,1996674,651249,1345425,10157998,2012
1-00558-7502,115 4 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,70,1905,90082,2570940,873795,1697145,12813002,2012
1-00558-7503,125 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,44,1988,57042,2016435,657694,1358741,8252219,2012
1-00559-7501,108 3 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,84,2006,100500,4120500,818070,3302430,24933007,2012
1-00560-7501,21 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,145,1955,136098,3942759,1340565,2602194,17498800,2012
1-00560-7502,40 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,150,1959,160209,5011338,1703022,3308316,25517000,2012
1-00560-7503,60 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,213,1954,140370,4031426,1371415,2660011,18048800,2012
1-00561-7501,63 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,229,1955,209785,6488650,2095752,4392898,26989600,2012
1-00561-7502,28 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,102,1928,136144,3910056,1330127,2579929,18761511,2012
1-00563-7501,44 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,44,1985,43542,1751695,467206,1284489,9698005,2012
1-00564-7501,835 BROADWAY,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,7,1910,18493,623584,226539,397045,2998000,2012
1-00567-7501,23 5 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,89,1921,81875,3003994,784363,2219631,16758003,2012
1-00567-7501,23 5 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,1,1921,3475,125899,35723,90176,681000,2012
1-00569-7501,10 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,27,1907,66739,1833320,658714,1174606,8868002,2012
1-00569-7502,8 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,12,1908,28097,762272,289680,472592,3568000,2012
1-00569-7503,16 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,37,1910,52493,1931217,482936,1448281,10437002,2012
1-00569-7504,13 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,115,1903,60860,1880574,498443,1382131,10434983,2012
1-00571-7501,7 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,39,1928,42384,1291864,357297,934567,7192000,2012
1-00571-7503,10 EAST 14 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,7,1930,23079,790456,195018,595438,3601496,2012
1-00571-7505,8 UNION SQUARE SOUTH,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,20,2006,36330,1498976,276471,1222505,9229998,2012
1-00572-7501,12 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,23,1952,13256,413190,138658,274532,2117000,2012
1-00572-7502,30 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,18,1900,14398,437555,148731,288824,2141708,2012
1-00573-7502,69 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,119,1959,94250,2977358,758713,2218645,16263000,2012
1-00575-7501,53 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,15,1900,9380,306445,90329,216116,1225400,2012
1-00575-7502,31 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,17,1912,34118,1054246,279426,774820,5824494,2012
1-00576-7501,60 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,70,1966,82017,3028888,878402,2150486,16139988,2012
1-00576-7502,59 WEST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,105,1931,112050,4334094,1257201,3076893,23230754,2012
1-00576-7503,8 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,30,1910,34168,1123102,291795,831307,6440000,2012
1-00577-7502,65 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,77,1906,201330,6259350,1691172,4568178,34490002,2012
1-00577-7504,14 WEST 14 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,30,2008,33170,1368594,252424,1116170,8427002,2012
1-00584-7501,442 HUDSON STREET,GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,169,1925,100633,2984775,1014381,1970394,15122000,2012
1-00587-7501,76 BEDFORD STREET,GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,30,1929,19320,511980,168277,343703,2595002,2012
1-00589-7501,2 CORNELIA STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,43,1929,66282,2437189,710543,1726646,13035997,2012
1-00590-7502,9 BARROW STREET,GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,86,1930,89510,2654867,902261,1752606,13451000,2012
1-00592-7501,1 SHERIDAN SQUARE,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,45,1900,21494,637082,216660,420422,2940321,2012
1-00593-7501,10 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,30,1910,21738,642793,218684,424109,2805000,2012
1-00593-7502,147 WAVERLY PLACE,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,18,1915,44820,1618450,453578,1164872,7703299,2012
1-00594-7501,487 GREENWICH STREET,SOHO,R2-CONDOMINIUM,1,1909,1200,34836,11844,22992,,2012
1-00594-7502,20 RENWICK STREET,SOHO,R2-CONDOMINIUM,10,1890,5907,156122,62201,93921,709001,2012
1-00594-7503,505 GREENWICH STREET,SOHO,R4-CONDOMINIUM,104,2003,196695,8377240,2120372,6256868,47239003,2012
1-00594-7504,491 GREENWICH STREET,SOHO,R4-CONDOMINIUM,22,1915,65085,2350219,658660,1691559,12770997,2012
1-00594-7505,255 HUDSON STREET,SOHO,R4-CONDOMINIUM,64,2005,94226,3906610,1093964,2812646,21236000,2012
1-00594-7506,304 SPRING STREET,SOHO,R4-CONDOMINIUM,13,2005,29579,1067802,309692,758110,6915997,2012
1-00594-7508,475 GREENWICH STREET,SOHO,R4-CONDOMINIUM,21,2007,40000,1152800,440800,712000,5376000,2012
1-00594-7509,22 RENWICK STREET,SOHO,R4-CONDOMINIUM,19,2008,31608,1141049,330936,810113,6116001,2012
1-00595-7502,468 GREENWICH STREET,SOHO,R4-CONDOMINIUM,12,1920,24850,949022,259931,689091,5203001,2012
1-00595-7503,459 WASHINGTON STREET,SOHO,R4-CONDOMINIUM,12,1920,31613,1263572,379040,884532,5447998,2012
1-00595-7504,330 SPRING STREET,SOHO,R4-CONDOMINIUM,40,2005,68865,2605852,700357,1905495,14387001,2012
1-00597-7501,95 VANDAM STREET,SOHO,R4-CONDOMINIUM,10,1901,19533,504733,197674,307059,2317999,2012
1-00597-7502,104 CHARLTON STREET,SOHO,R4-CONDOMINIUM,14,1920,31930,951514,231173,720341,4853203,2012
1-00601-7501,421 HUDSON STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,184,1920,212232,7504524,2623188,4881336,36853993,2012
1-00601-7502,43 CLARKSON STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,6,1900,26000,864500,276900,587600,4436000,2012
1-00602-7501,1 MORTON SQUARE,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,142,2002,310000,13237000,3608400,9628600,72696004,2012
