Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,40,2007,40773,930440,327815,602625,4463994,2012
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,40,2007,40773,914538,303759,610779,4548002,2013
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,40,2007,40773,834383,235668,598715,4387000,2014
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,40,2007,40773,824022,181848,642174,4947003,2016
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,40,2007,40773,1226860,488868,737992,5903000,2017
3-02309-7501,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,40,2007,40773,1786265,642990,1143275,9285003,2019
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,96,2007,85701,1720019,584481,1135538,8209000,2012
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,96,2007,85701,1697737,547629,1150108,8357000,2013
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,RR-CONRENT,96,2007,85701,1475771,511635,964136,7137000,2016
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,RR-CONRENT,96,2007,85701,2259935,1121826,1138109,9104000,2017
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,RR  -CONRENT,96,2007,85701,2396200,1032697,1363503,10975000,2018
3-02324-7501,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,RR  -CONRENT,96,2007,85701,2407341,934998,1472343,11900000,2019
3-02324-7502,34 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,565,2007,540898,7788931,3878239,3910692,20689763,2012
3-02324-7502,34 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,565,2007,540898,7507664,3937737,3569927,23524985,2013
3-02324-7502,34 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,565,2007,540898,16854382,6604365,10250017,82020026,2016
3-02324-7502,34 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,565,2007,540898,18217445,7367031,10850414,86795962,2017
3-02324-7502,34 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,565,2007,542497,21276732,9032575,12244157,98552035,2018
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,27,2007,30567,697539,245759,451780,3346003,2012
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,27,2007,30567,689897,246676,443221,3302002,2013
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,27,2007,30567,714656,236283,478373,3592000,2014
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,27,2007,30567,674614,145193,529421,4147997,2016
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,27,2007,30567,836924,260737,576187,4609000,2017
3-02326-7501,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,27,2007,30567,1337918,612257,725661,5893001,2019
3-02332-7501,34 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,347,2007,216485,4466086,1469933,2996153,19350000,2012
3-02332-7501,34 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,347,2007,216485,4518042,1409317,3108725,22838000,2013
3-02332-7501,34 NORTH 6 STREET,WILLIAMSBURG-NORTH,RR-CONRENT,347,2007,216485,4875242,2030629,2844613,22534000,2017
3-02340-7501,1 NORTH PIER,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,181,2007,206621,4049772,1051701,2998071,21556010,2012
3-02340-7501,1 NORTHSIDE PIERS,WILLIAMSBURG-NORTH,R4-ELEVATOR,181,2007,206621,8605765,2659212,5946553,47584036,2016
3-02340-7501,1 NORTHSIDE PIERS,WILLIAMSBURG-NORTH,R4-ELEVATOR,181,2007,206621,8074749,2148858,5925891,47403011,2017
3-02340-7501,1 NORTHSIDE PIERS,WILLIAMSBURG-NORTH,R4  -ELEVATOR,181,2007,206621,8661552,2822443,5839109,46999000,2018
3-02340-7501,1 NORTHSIDE PIERS,WILLIAMSBURG-NORTH,R4  -ELEVATOR,181,2007,206621,9322740,2144726,7178014,58300009,2019
3-02340-7502,20 NORTH 5 STREET,WILLIAMSBURG-NORTH,R9-CONDOMINIUM,114,2007,112265,2253159,765647,1487512,10753000,2012
3-02340-7502,20 NORTH 5 STREET,WILLIAMSBURG-NORTH,R9-CONDOPS,114,2007,112265,2210498,676958,1533540,11125000,2013
3-02340-7502,20 NORTH 5 STREET,WILLIAMSBURG-NORTH,R9-CONDOPS,114,2007,112265,2804380,1122650,1681730,13426000,2016
